,acc,loss,val_acc,val_loss
0,0.26605027217419147,1.923926224053536,0.4074,1.601315255355835
1,0.4328170028818444,1.548406892734348,0.4961,1.3733745216369628
2,0.533321325648415,1.2965974105385454,0.6127,1.0792883487701417
3,0.6001841178354147,1.1207262200115202,0.662,0.9795182114601135
4,0.648975344220301,0.994590525305733,0.6879,0.9125521904945374
5,0.6880403458213257,0.8894161090536298,0.7322,0.7756627213478089
6,0.7144572526416907,0.8195589015852592,0.7442,0.7427048106193542
7,0.731227985910983,0.7699219766638045,0.7813,0.6612274280548096
8,0.7464777457572846,0.7249694032200322,0.7603,0.7208955768108368
9,0.7594860710854947,0.6898292816967831,0.7728,0.6717538452148437
10,0.7711135126480948,0.6633660839205555,0.7952,0.5992678035736084
11,0.7790786103105988,0.6447007277150816,0.8061,0.5915464900493622
12,0.7906460134486071,0.6109669164915784,0.8016,0.5815450951576233
13,0.7947286263208453,0.5948582057326106,0.7991,0.6257644326925278
14,0.8011327249439641,0.5749367823537405,0.819,0.5561614943504334
15,0.8034542106948447,0.5654748932524366,0.8202,0.5531746726036072
16,0.8113992955491515,0.5455278270793503,0.8081,0.6163052880287171
17,0.8131203970541147,0.5346406245227812,0.8235,0.5514059463977814
18,0.8207652897854627,0.5215653336051943,0.821,0.5448344241142273
19,0.8252681716298431,0.5064693818651939,0.8339,0.5199132639884949
20,0.8275496317643292,0.4995390425268901,0.8297,0.5261950699806214
21,0.8309918347742555,0.4929361532427659,0.8437,0.4730152848720551
22,0.8349143451809158,0.4798803274429383,0.8414,0.49612237919569013
23,0.8368956131924432,0.47083685580751966,0.8492,0.4576738639593124
24,0.8382364713416587,0.4673848849122737,0.8394,0.5226852313280106
25,0.8411983669548511,0.4588439399343708,0.8475,0.500236264693737
26,0.8417787383925712,0.4567508884454209,0.84,0.5103192099571228
27,0.844200288184438,0.44633932222722245,0.847,0.4932669139444828
28,0.8481428113992956,0.4358778371357246,0.8501,0.47540287266969683
29,0.849803874479667,0.4367234585445888,0.8524,0.46246889863014223
30,0.8535662824207493,0.4245503244899497,0.8531,0.46359442923069
31,0.8525056035862952,0.4255733431611846,0.8479,0.480404428601265
32,0.8540465898174832,0.4171887195877566,0.834,0.5392256909370422
33,0.8555275376240794,0.4197848474358161,0.8538,0.4767862094640732
34,0.8581292026897214,0.410301287391611,0.8543,0.509149286454916
35,0.8602952944942381,0.4043764233608252,0.8676,0.4267470559835434
36,0.8606862588084562,0.39958147027796465,0.8589,0.441619371843338
37,0.8619916746717899,0.39919499771891975,0.8621,0.4255107438206673
38,0.8636727505603586,0.3940934686707717,0.8623,0.44840731073617934
39,0.8653938520653218,0.3876141629232797,0.8574,0.4478230967760086
40,0.8665345821325648,0.38671350213119016,0.8597,0.4590253016412258
41,0.8677753762407941,0.38093036795383917,0.8496,0.48757222247123716
42,0.868255683637528,0.381027970135002,0.8536,0.49170912165641784
43,0.8691162343900096,0.3805625248214888,0.8673,0.4344719978749752
44,0.8702169388408582,0.3733049544278834,0.8501,0.49793932251930234
45,0.8700168107588857,0.37421502529372397,0.859,0.4553347281694412
46,0.8719380403458213,0.370407395992873,0.8741,0.4063046318769455
47,0.8705171309638169,0.3697210935576963,0.8584,0.47102269343435765
48,0.8768011527377522,0.36030487585460913,0.8681,0.43642673473358157
49,0.8733589497278258,0.3648682181060486,0.8577,0.4667637416481972
50,0.8755403458213257,0.35994363051078426,0.8743,0.3977702974200249
51,0.8769812680115274,0.3582608689778591,0.8651,0.4770235826969147
52,0.8793427793788025,0.35414757051129697,0.8653,0.4529821856856346
53,0.8770012808197246,0.3542055419377513,0.8659,0.4398722177386284
54,0.8782020493115594,0.35123003946496173,0.8656,0.43865383915901185
55,0.877841818764009,0.35126323910299456,0.8665,0.437761178278923
56,0.8791626641050272,0.35089552776576083,0.8714,0.4371117340326309
57,0.8797830611591418,0.3461632970153923,0.8758,0.42955726932287214
58,0.8801633045148896,0.3431793340612137,0.8795,0.39898818979263306
59,0.8837656099903939,0.3399096149670898,0.8852,0.41273964081406594
60,0.8835054434838296,0.33859840579858164,0.8616,0.47127484974861145
61,0.8838456612231829,0.3378433090346271,0.8701,0.4490203448295593
62,0.8853666346461736,0.33543229662537993,0.8778,0.43455042128562926
63,0.8848262888248479,0.33176729043339104,0.8753,0.4319958512544632
64,0.885403329065301,0.3297542741524578,0.8694,0.4692522672533989
65,0.8875320307495196,0.32907634913625433,0.8733,0.4514677436888218
66,0.884746237592059,0.3341920416190233,0.8779,0.4179737641811371
67,0.8880683637528018,0.32375365525980315,0.8808,0.4188649971008301
68,0.8896493756003843,0.32080693160289,0.8779,0.4200895189940929
69,0.8873879282740954,0.3249975311696014,0.873,0.4761136234223843
70,0.889629362792187,0.3199602597921829,0.874,0.4307615490913391
71,0.8893691962856228,0.3187964515515409,0.8785,0.43005491009950636
72,0.887187800192123,0.323282834067893,0.8806,0.4359021716594696
73,0.8902097342299071,0.31776669586159045,0.874,0.4619041570723057
74,0.8899847951344431,0.3216375388591413,0.8797,0.4271534421384335
75,0.8898742793081358,0.32026016543703456,0.8751,0.4512479419231415
76,0.8899695805315402,0.3177795754796299,0.8827,0.40893593854904176
77,0.8907500800512328,0.3147472901209554,0.8837,0.3897217870950699
78,0.8886687479987192,0.3209268922034533,0.8793,0.4074449279785156
79,0.8897894652577649,0.31630785535786,0.8808,0.433471121275425
80,0.8927913864873519,0.309966117973859,0.881,0.38810252773165704
81,0.8952929875120077,0.30360835993896873,0.8853,0.41434775757193565
82,0.8919508485430676,0.3129051484554061,0.8799,0.44666676217913626
83,0.8930915786103106,0.31251157193736623,0.8787,0.40885601489543916
84,0.8955331412103746,0.30529375358810035,0.8873,0.4009311005651951
85,0.8947926673070765,0.30755918841359325,0.8826,0.4103831650614738
86,0.8950928594300352,0.3029171444184594,0.8762,0.4301815322041512
87,0.8958333333333334,0.30664685150841625,0.8706,0.46967334694862367
88,0.8953730387447967,0.3019898693830853,0.8898,0.39711590259075163
89,0.8977745757284662,0.2942808745282795,0.8747,0.46326174603700637
90,0.8958133205251361,0.3029622103645563,0.8773,0.44642431126236914
91,0.8969140249759846,0.2991689332342476,0.8876,0.38920653244256975
92,0.897994716618636,0.2965688474543137,0.8866,0.39502248429059983
93,0.8970341018251681,0.2998586743604839,0.8841,0.4216668918341398
94,0.8963736791546589,0.30236658610921235,0.8841,0.45598768013715746
95,0.8987752161383286,0.291563841930298,0.8825,0.42691457831859586
96,0.9005763688760807,0.2931072289804656,0.8794,0.4346777600884438
97,0.8992355107268651,0.2931379128308335,0.8837,0.45072514602541924
98,0.8992355107268651,0.2905363931493274,0.888,0.37851917408704755
99,0.8984875160051217,0.2922230396329136,0.8768,0.46566730033159254
